1,Sahlman,Colin,SO-2,Northern Arizona,3:33.96,2024 Bryan Clay Invitational,Apr 11,2024
2,Green,Nathan,SO-2,Washington,3:34.79,2024 Bryan Clay Invitational,Apr 11,2024
3,Strand,Ethan,SO-2,North Carolina,3:35.60,Duke Invitational,Apr 11,2024
4,Messaoudi,Fouad,JR-3,Oklahoma State,3:36.08,2024 Bryan Clay Invitational,Apr 11,2024
5,Wolfe,Parker,JR-3,North Carolina,3:36.25,Duke Invitational,Apr 11,2024
6,Murphy,Liam,JR-3,Villanova,3:36.48,2024 Bryan Clay Invitational,Apr 11,2024
7,Martin,Gary,SO-2,Virginia,3:37.66,2024 Bryan Clay Invitational,Apr 11,2024
8,Teffra,Abel,JR-3,Georgetown,3:38.25,2024 Bryan Clay Invitational,Apr 11,2024
8,Essayi,Anass,JR-3,South Carolina,3:38.25,Wake Forest Invitational,Apr 19,2024
10,Rop,Ezekiel,SR-4,Iowa State,3:38.28,2024 Bryan Clay Invitational,Apr 11,2024
11,Stitt,Alex,JR-3,Oklahoma State,3:38.35,John McDonnell Invitational,Apr 18,2024
12,Cook,Elliott,JR-3,Oregon,3:38.55,2024 Bryan Clay Invitational,Apr 11,2024
13,Khan,Parvej,FR-1,Florida,3:38.76,2024 Bryan Clay Invitational,Apr 11,2024
14,Plant,Nicholas,SO-2,Virginia Tech,3:38.98,Wake Forest Invitational,Apr 19,2024
15,Houser,Luke,SR-4,Washington,3:39.05,Payton Jordan Invitational,Apr 26,2024
16,Dilcher,Damien,SR-4,Iona,3:39.42,Wake Forest Invitational,Apr 19,2024
17,Porter,Wes,JR-3,Virginia,3:39.54,2024 Bryan Clay Invitational,Apr 11,2024
18,Wirth,Tyler,SR-4,Cincinnati,3:39.58,Wake Forest Invitational,Apr 19,2024
19,O'Donovan,Charlie,SR-4,Villanova,3:39.65,Raleigh Relays,Mar 28,2024
20,Basten,Isaac,SR-4,Drake,3:40.11,2024 Bryan Clay Invitational,Apr 11,2024
21,Witt,Harrison,JR-3,Princeton,3:40.18,Larry Ellis Invitational,Apr 12,2024
21,Gilmore,Camden,SR-4,Georgetown,3:40.18,2024 Bryan Clay Invitational,Apr 11,2024
23,Donahue,James,FR-1,Virginia,3:40.27,Raleigh Relays,Mar 28,2024
24,Neal,Aiden,FR-1,North Carolina,3:40.33,Duke Invitational,Apr 11,2024
25,Waskom,Joe,JR-3,Washington,3:40.34,Payton Jordan Invitational,Apr 26,2024
26,Foster,Nick,SR-4,Michigan,3:40.36,LSU Battle on the Bayou,Mar 29,2024
27,Givens,Isaiah,SO-2,Colorado,3:40.43,Payton Jordan Invitational,Apr 26,2024
27,Ewing,Joe,SO-2,Harvard,3:40.43,Raleigh Relays,Mar 28,2024
29,Kovacs,Ferenc,FR-1,Harvard,3:40.57,Wake Forest Invitational,Apr 19,2024
30,Anderson,Benne,FR-1,Syracuse,3:40.59,Virginia Challenge,Apr 19,2024
30,Dorenkamp,Evan,SR-4,Penn State,3:40.59,2024 Bryan Clay Invitational,Apr 11,2024
32,Cramb,Harvey,FR-1,Montana State,3:40.67,2024 Bryan Clay Invitational,Apr 11,2024
33,Malleck,Foster,SR-4,Boston University,3:40.72,Wake Forest Invitational,Apr 19,2024
34,Gabay,Austin,JR-3,Duke,3:40.73,Duke Invitational,Apr 11,2024
35,Whitmarsh,Sam,JR-3,Texas A&M,3:40.74,Tom Jones Memorial Invitational,Apr 12,2024
36,Strangio,Matt,JR-3,Portland,3:40.75,2024 Bryan Clay Invitational,Apr 11,2024
37,Ackley,Daelen,SO-2,Notre Dame,3:40.77,Wake Forest Invitational,Apr 19,2024
38,Karas,Owen,SO-2,Yale,3:40.80,Wake Forest Invitational,Apr 19,2024
39,Crull,Jack,JR-3,Bradley,3:40.83,Raleigh Relays,Mar 28,2024
40,Danzi,Michael,SR-4,Columbia,3:40.87,Wake Forest Invitational,Apr 19,2024
40,Hamlin,Jesse,JR-3,Butler,3:40.87,2024 Bryan Clay Invitational,Apr 11,2024
42,Murphy,Conor,SR-4,Virginia,3:40.88,Raleigh Relays,Mar 28,2024
43,Ponder,Cameron,SR-4,Furman,3:40.90,Wake Forest Invitational,Apr 19,2024
44,McFarland,Trent,FR-1,Michigan,3:40.93,Wake Forest Invitational,Apr 19,2024
45,Specht,Paul,SO-2,Wake Forest,3:40.99,Wake Forest Invitational,Apr 19,2024
46,Donoghue,Sean,JR-3,Villanova,3:41.02,2024 Bryan Clay Invitational,Apr 11,2024
46,Sharp,Jackson,SR-4,Wisconsin,3:41.02,Stanford Invitational,Mar 29,2024
48,Gilstrap,Collin,FR-1,Stony Brook,3:41.03,Raleigh Relays,Mar 28,2024
49,Gomez,Cruz,SR-4,Ole Miss,3:41.29,Joe Walker Invitational,Apr 5,2024
50,Comber,Devon,SO-2,Villanova,3:41.32,2024 Bryan Clay Invitational,Apr 11,2024
51,Hackett,Damian,JR-3,Cornell,3:41.34,Virginia Challenge,Apr 19,2024
52,Wilson,Ryan,SR-4,Duke,3:41.36,Duke Invitational,Apr 11,2024
53,Guerra,Lucas,SO-2,Georgetown,3:41.37,Wake Forest Invitational,Apr 19,2024
53,Wittstadt,Beck,JR-3,Duke,3:41.37,Raleigh Relays,Mar 28,2024
55,Gebhardt,Jake,SR-4,North Carolina,3:41.40,Duke Invitational,Apr 11,2024
56,Kinnane,Ryan,SR-4,Auburn,3:41.42,Pepsi Florida Relays,Mar 29,2024
57,Smith,Carson,SO-2,Cal Poly,3:41.48,Fresno State Invite,Apr 26,2024
58,Robinson,Ky,SR-4,Stanford,3:41.56,Payton Jordan Invitational,Apr 26,2024
59,Cherry,Christopher,JR-3,Tennessee,3:41.57,APP State Open,Apr 26,2024
60,Prodanov,Martin,SR-4,Florida State,3:41.58,Wake Forest Invitational,Apr 19,2024
61,Samuel,Habtom,FR-1,New Mexico,3:41.61,2024 Bryan Clay Invitational,Apr 11,2024
62,Khchina,Jaouad,FR-1,South Carolina,3:41.63,Tom Jones Memorial Invitational,Apr 12,2024
63,Harrison,Rheinhardt,FR-1,Oregon,3:41.64,2024 Bryan Clay Invitational,Apr 11,2024
64,Swanepoel,Rynard,JR-3,Wake Forest,3:41.70,Duke Invitational,Apr 11,2024
64,Scales,Gabe,SO-2,Ole Miss,3:41.70,Joe Walker Invitational,Apr 5,2024
66,Schmidt,James,JR-3,Lipscomb,3:41.71,Outdoor Music City Challenge,Apr 26,2024
66,Giblin,Bradley,FR-1,Iona,3:41.71,2024 Friar Invitational,Apr 12,2024
68,Jackson,Steven,JR-3,Boston College,3:41.72,Virginia High Performance,Apr 28,2024
69,McMahon-Staggs,Ronan,JR-3,Washington,3:41.80,Payton Jordan Invitational,Apr 26,2024
70,Muhammad,Maddon,JR-3,Charlotte,3:41.82,Wake Forest Invitational,Apr 19,2024
71,Hardin,Max,FR-1,Auburn,3:41.83,Pepsi Florida Relays,Mar 29,2024
72,Sado,Yasin,SR-4,Virginia,3:41.86,2024 Bryan Clay Invitational,Apr 11,2024
73,Lindhorst,Cole,SO-2,Texas,3:41.88,Texas Invitational,Apr 26,2024
74,Badia,Jan,JR-3,Eastern Kentucky,3:41.89,Wake Forest Invitational,Apr 19,2024
75,Coleman,Ethan,SO-2,Virginia Tech,3:41.90,Wake Forest Invitational,Apr 19,2024
76,Jha,Arjun,SR-4,Michigan,3:41.97,Wake Forest Invitational,Apr 19,2024
77,Bove,Davis,SR-4,Cal Poly,3:42.04,2024 Bryan Clay Invitational,Apr 11,2024
78,Schneider,Parker,SO-2,Boston University,3:42.05,Wake Forest Invitational,Apr 19,2024
79,Flemington,Riley,SO-2,Michigan,3:42.06,Wake Forest Invitational,Apr 19,2024
80,Dagane,Zubeir,SR-4,Duke,3:42.07,Duke Invitational,Apr 11,2024
80,McCormick,Connor,SO-2,Princeton,3:42.07,Larry Ellis Invitational,Apr 12,2024
82,Harkabus,Kyle,SR-4,Liberty,3:42.10,2024 Charlotte Invitational,Apr 26,2024
83,Rush,Edward (EJ),JR-3,Texas Tech,3:42.13,2024 Bryan Clay Invitational,Apr 11,2024
84,Coles,Aiden,SO-2,Iona,3:42.14,Wake Forest Invitational,Apr 19,2024
85,Winslow,Jake,SR-4,Duke,3:42.18,Duke Invitational,Apr 11,2024
86,Geta,Habtamu,SR-4,Mid. Tenn. State,3:42.20,Outdoor Music City Challenge,Apr 26,2024
87,Hoeft,Eli,SR-4,Minnesota,3:42.23,Raleigh Relays,Mar 28,2024
88,Martin,Travis,JR-3,Connecticut,3:42.24,Wake Forest Invitational,Apr 19,2024
89,Bendtsen,Nicholas,JR-3,Princeton,3:42.26,Larry Ellis Invitational,Apr 12,2024
90,Smith,Peter,SR-4,Iowa State,3:42.32,114th Drake Relays,Apr 24,2024
91,Boler,Collin,FR-1,Princeton,3:42.35,Larry Ellis Invitational,Apr 12,2024
92,Anderson,Canaan,SR-4,Tennessee,3:42.40,APP State Open,Apr 26,2024
93,Soldevere,Nick,SR-4,Iona,3:42.51,2024 Friar Invitational,Apr 12,2024
94,Cutting,Carter,FR-1,BYU,3:42.53,2024 BYU Robison Invitational,Apr 25,2024
94,Young,Leo,FR-1,Stanford,3:42.53,Payton Jordan Invitational,Apr 26,2024
96,Nyman,Nick,SR-4,Georgia Tech,3:42.56,Georgia Tech Invitational,Apr 19,2024
96,McManus,Rob,SO-2,Montana State,3:42.56,2024 Bryan Clay Invitational,Apr 11,2024
98,Hammond,Rhys,SR-4,Cornell,3:42.57,Larry Ellis Invitational,Apr 12,2024
99,Cawthra,Cooper,JR-3,Texas A&M,3:42.58,Stanford Invitational,Mar 29,2024
100,Cann,Jacob,SR-4,San Francisco,3:42.62,2024 Bryan Clay Invitational,Apr 11,2024
101,Hernandez,Bryan,SR-4,Lipscomb,3:42.63,Outdoor Music City Challenge,Apr 26,2024
101,Hughes,Zach,SR-4,NC State,3:42.63,Wake Forest Invitational,Apr 19,2024
103,Hengst,Dalton,SR-4,Tennessee,3:42.67,Wake Forest Invitational,Apr 19,2024
103,Er Raouy,Taha,FR-1,Eastern Kentucky,3:42.67,2024 Bryan Clay Invitational,Apr 11,2024
105,Taylor,Levi,SR-4,Montana State,3:42.68,Cat - Griz Outdoor Dual,Apr 5,2024
106,Clayton,Jason,JR-3,Loyola (Ill.),3:42.75,2024 Bryan Clay Invitational,Apr 11,2024
107,dosReis,Joe,SR-4,Wisconsin,3:42.76,Wake Forest Invitational,Apr 19,2024
108,Kemp,Marcus,SR-4,Eastern Michigan,3:42.77,Wake Forest Invitational,Apr 19,2024
109,Mountain,Nathan,JR-3,Virginia,3:42.78,2024 Bryan Clay Invitational,Apr 11,2024
110,Daschbach,Leo,SO-2,Washington,3:42.84,2024 Bryan Clay Invitational,Apr 11,2024
111,Walsh,Finn,JR-3,Pittsburgh,3:42.92,Wake Forest Invitational,Apr 19,2024
112,Eliason,Jack,SR-4,Virginia,3:43.00,Raleigh Relays,Mar 28,2024
113,Esposito,Alec,SR-4,Charlotte,3:43.02,2024 Charlotte Invitational,Apr 26,2024
113,Anderson,Bryce,JR-3,Charlotte,3:43.02,2024 Charlotte Invitational,Apr 26,2024
115,Lewis,Jacob,SR-4,Tennessee,3:43.04,Wake Forest Invitational,Apr 19,2024
115,Solomon,Carter,JR-3,Notre Dame,3:43.04,Raleigh Relays,Mar 28,2024
117,Lipham,Ethan,SO-2,App State,3:43.08,APP State Open,Apr 26,2024
118,Stokes,Parker,SR-4,Georgetown,3:43.16,2024 George Mason Ebanks Invitational,Apr 5,2024
119,Mills,Ethan,JR-3,Virginia Tech,3:43.25,Wake Forest Invitational,Apr 19,2024
120,Perrin,Ben,SR-4,Montana State,3:43.35,Cat - Griz Outdoor Dual,Apr 5,2024
121,Bird,Edward,FR-1,Kentucky,3:43.38,2024 Jim Green Invitational,Apr 19,2024
122,Amaral,Rogerio,SO-2,South Carolina,3:43.40,Tom Jones Memorial Invitational,Apr 12,2024
123,Renfree,Jake,SR-4,Notre Dame,3:43.49,Raleigh Relays,Mar 28,2024
124,Huard,Owen,JR-3,Michigan State,3:43.50,Virginia Challenge,Apr 19,2024
125,Rymer,Declan,JR-3,Virginia Tech,3:43.52,Virginia High Performance,Apr 28,2024
125,Klanke,Edwin,SO-2,Penn,3:43.52,Penn Relays,Apr 25,2024
125,Gardner,Brett,SR-4,NC State,3:43.52,Duke Invitational,Apr 11,2024
128,Allen,Jake,JR-3,Kentucky,3:43.54,2024 Jim Green Invitational,Apr 19,2024
128,Hedengren,Isaac,FR-1,BYU,3:43.54,2024 BYU Robison Invitational,Apr 25,2024
130,Johnson,Henry,JR-3,Michigan,3:43.56,LSU Battle on the Bayou,Mar 29,2024
131,Haughton,Wyatt,FR-1,BYU,3:43.58,2024 Bryan Clay Invitational,Apr 11,2024
132,Johnson,Caleb,SO-2,BYU,3:43.63,2024 BYU Robison Invitational,Apr 25,2024
133,Cavan,Rory,SR-4,Duke,3:43.65,2024 Charlotte Invitational,Apr 26,2024
134,Stanley,Jack,JR-3,Princeton,3:43.70,Larry Ellis Invitational,Apr 12,2024
135,Langley,Rhen,FR-1,LSU,3:43.72,LSU Battle on the Bayou,Mar 29,2024
136,Godish,Benjamin,JR-3,Northeastern,3:43.79,Wake Forest Invitational,Apr 19,2024
136,Simpson,Luke,JR-3,Pittsburgh,3:43.79,Wake Forest Invitational,Apr 19,2024
138,Ells,Sam,SO-2,Montana State,3:43.83,Cat - Griz Outdoor Dual,Apr 5,2024
139,Miller,Duncan,JR-3,Princeton,3:43.91,Larry Ellis Invitational,Apr 12,2024
140,Newman,Ollie,SR-4,Boise State,3:43.93,2024 Bryan Clay Invitational,Apr 11,2024
141,Kipyego,Devan,FR-1,Iowa State,3:43.94,2024 Bryan Clay Invitational,Apr 11,2024
142,Keehan,Michael,SR-4,Duke,3:44.12,Duke Invitational,Apr 11,2024
143,Haug,Lukas,SO-2,Colorado,3:44.15,CSU Pueblo Spank Blasing,Mar 22,2024
144,Hibbard,Noah,JR-3,Colorado,3:44.16,CSU Pueblo Spank Blasing,Mar 22,2024
145,Ruiz,Estanis,JR-3,Portland,3:44.19,2024 Bryan Clay Invitational,Apr 11,2024
146,Hartke,Max,JR-3,Wisconsin,3:44.24,Penn Relays,Apr 25,2024
147,Masai,Brian,SO-2,Akron,3:44.26,GVSU Extra Weekend Meet,Apr 25,2024
148,Pretre,Justin,FR-1,California,3:44.29,Stanford vs Cal Big Meet,Apr 30,2024
149,Davis,Kian,JR-3,Oklahoma State,3:44.32,2024 Bryan Clay Invitational,Apr 11,2024
150,Field,Samuel,JR-3,New Mexico,3:44.33,2024 Bryan Clay Invitational,Apr 11,2024
151,Martinenko,Harrison,JR-3,Saint Louis,3:44.39,114th Drake Relays,Apr 24,2024
152,Gagnon,Kelton,SO-2,Weber State,3:44.42,2024 Bryan Clay Invitational,Apr 11,2024
153,Caudillo,Chris,FR-1,Cal Poly,3:44.43,Fresno State Invite,Apr 26,2024
154,Helmerich,Davis,JR-3,Missouri,3:44.46,114th Drake Relays,Apr 24,2024
155,Hasty,Brodey,SR-4,Northern Arizona,3:44.47,2024 Bryan Clay Invitational,Apr 11,2024
156,Easton,Caleb,SR-4,Northern Arizona,3:44.48,2024 Bryan Clay Invitational,Apr 11,2024
156,Kiptoo,Brian,SO-2,Mid. Tenn. State,3:44.48,Outdoor Music City Challenge,Apr 26,2024
158,Newell,Matthew,SO-2,Navy,3:44.49,Virginia Challenge,Apr 19,2024
159,Bizimana,Yusuf,SR-4,Texas,3:44.50,64th Annual Mt. SAC Relays,Apr 17,2024
